Time,Lot,pH,Temp,Voltage,DTime
2021-10-06 16:53:35.000,6,2.16,42.86,18.87,2021-10-06
2021-10-06 16:53:40.000,6,2.4,41.56,18.64,2021-10-06
2021-10-06 16:53:45.000,6,2.38,42.98,17.58,2021-10-06
2021-10-06 16:53:50.000,6,1.94,42.63,15.84,2021-10-06
2021-10-06 16:53:55.000,6,2.08,40.2,19.48,2021-10-06
2021-10-06 16:54:00.000,6,2.14,43.19,17.08,2021-10-06
2021-10-06 16:54:05.000,6,1.81,40.91,15.11,2021-10-06
2021-10-06 16:54:10.000,6,1.95,43.15,18.33,2021-10-06
2021-10-06 16:54:15.000,6,1.84,42.19,17.02,2021-10-06
2021-10-06 16:54:20.000,6,1.92,40.55,17.38,2021-10-06
2021-10-06 16:54:25.000,6,1.87,40.5,18.74,2021-10-06
2021-10-06 16:54:30.000,6,1.88,42.88,17.42,2021-10-06
2021-10-06 16:54:35.000,6,2.11,42.19,17.13,2021-10-06
2021-10-06 16:54:40.000,6,2.02,41.73,18.67,2021-10-06
2021-10-06 16:54:45.000,6,2.33,35.73,19.83,2021-10-06
2021-10-06 16:54:50.000,6,2.27,44.71,19.35,2021-10-06
2021-10-06 16:54:55.000,6,2.05,43.19,18.42,2021-10-06
2021-10-06 16:55:00.000,6,2.03,40.79,19.65,2021-10-06
2021-10-06 16:55:05.000,6,2.05,42.69,18.86,2021-10-06
2021-10-06 16:55:10.100,6,2.11,42.77,17.32,2021-10-06
2021-10-06 16:55:15.100,6,2.07,42.37,15.66,2021-10-06
2021-10-06 16:55:20.100,6,1.96,44.62,17.79,2021-10-06
2021-10-06 16:55:25.100,6,1.98,42.86,18.73,2021-10-06
2021-10-06 16:55:30.100,6,1.94,42.56,15.59,2021-10-06
2021-10-06 16:55:35.100,6,2.01,41.55,15.55,2021-10-06
2021-10-06 16:55:40.100,6,2.11,42.33,17.71,2021-10-06
2021-10-06 16:55:45.100,6,2.05,43.9,18.51,2021-10-06
2021-10-06 16:55:50.100,6,1.91,42.44,16.24,2021-10-06
2021-10-06 16:55:55.100,6,2.01,42.24,16.98,2021-10-06
2021-10-06 16:56:00.100,6,1.96,43.03,18.91,2021-10-06
2021-10-06 16:56:05.100,6,2.08,37.86,15.92,2021-10-06
2021-10-06 16:56:10.100,6,1.91,43.99,17.06,2021-10-06
2021-10-06 16:56:15.100,6,2.15,44.27,16.41,2021-10-06
2021-10-06 16:56:20.100,6,2.25,37.99,17.02,2021-10-06
2021-10-06 16:56:25.100,6,2.04,41.07,16.91,2021-10-06
2021-10-06 16:56:30.100,6,1.94,40.71,19.07,2021-10-06
2021-10-06 16:56:35.100,6,1.86,42.68,17.32,2021-10-06
2021-10-06 16:56:40.100,6,2.07,43.08,17.1,2021-10-06
2021-10-06 16:56:45.200,6,2.08,44.04,18.4,2021-10-06
2021-10-06 16:56:50.200,6,2.19,44.04,19.55,2021-10-06
2021-10-06 16:56:55.200,6,2.01,43.03,16.31,2021-10-06
2021-10-06 16:57:00.200,6,2.45,44.77,16.76,2021-10-06
2021-10-06 16:57:05.200,6,1.92,44.33,18.4,2021-10-06
2021-10-06 16:57:10.200,6,1.95,42.49,19.86,2021-10-06
2021-10-06 16:57:15.200,6,2.08,43.82,16.2,2021-10-06
2021-10-06 16:57:20.200,6,2.09,42.37,16.38,2021-10-06
2021-10-06 16:57:25.200,6,1.85,42.5,15.88,2021-10-06
2021-10-06 16:57:30.200,6,2.16,44.29,16.55,2021-10-06
2021-10-06 16:57:35.200,6,1.82,42.98,15.41,2021-10-06
2021-10-06 16:57:40.200,6,2.02,44.41,16.47,2021-10-06
2021-10-06 16:57:45.200,6,1.82,43.45,17.51,2021-10-06
2021-10-06 16:57:50.200,6,1.9,41.71,16.77,2021-10-06
2021-10-06 16:57:55.200,6,1.96,41.78,15.87,2021-10-06
2021-10-06 16:58:00.200,6,1.95,44.27,16.97,2021-10-06
2021-10-06 16:58:05.200,6,1.96,41.55,18.43,2021-10-06
2021-10-06 16:58:10.200,6,2.08,42.91,16.1,2021-10-06
2021-10-06 16:58:15.200,6,2.07,42.56,18.99,2021-10-06
2021-10-06 16:58:20.200,6,2.17,40.5,18.84,2021-10-06
2021-10-06 16:58:25.300,6,1.91,42.7,18.62,2021-10-06
2021-10-06 16:58:30.300,6,1.98,41.88,18.98,2021-10-06
2021-10-06 16:58:35.300,6,1.98,41.94,19.04,2021-10-06
2021-10-06 16:59:00.900,7,1.98,41.66,19.28,2021-10-06
2021-10-06 16:59:05.900,7,1.98,44.65,15.7,2021-10-06
2021-10-06 16:59:11.000,7,2.15,41.62,16.81,2021-10-06
2021-10-06 16:59:16.000,7,2.06,41.47,18.24,2021-10-06
2021-10-06 16:59:21.000,7,1.96,41.74,16.87,2021-10-06
2021-10-06 16:59:26.000,7,2.01,44.62,19.24,2021-10-06
2021-10-06 16:59:31.000,7,2.19,42.46,15.33,2021-10-06
2021-10-06 16:59:36.000,7,2.08,41.49,19.14,2021-10-06
2021-10-06 16:59:41.000,7,1.95,43.5,17.53,2021-10-06
2021-10-06 16:59:46.000,7,2.16,41.84,16.4,2021-10-06
2021-10-06 16:59:51.000,7,2.17,42.22,19.28,2021-10-06
2021-10-06 16:59:56.000,7,1.94,43.97,16.02,2021-10-06
2021-10-06 17:00:01.000,7,2.16,41.2,15.06,2021-10-06
2021-10-06 17:00:06.000,7,2.02,44.87,18.45,2021-10-06
2021-10-06 17:00:11.000,7,2.05,43.09,15.1,2021-10-06
2021-10-06 17:00:16.000,7,2.09,42.27,17.63,2021-10-06
2021-10-06 17:00:21.000,7,2.19,41.15,17.43,2021-10-06
2021-10-06 17:00:26.000,7,2.14,42.06,18.6,2021-10-06
2021-10-06 17:00:31.000,7,2.11,42.58,17.34,2021-10-06
2021-10-06 17:00:36.000,7,1.94,43.65,19.74,2021-10-06
2021-10-06 17:00:41.000,7,2.05,40.34,16.59,2021-10-06
2021-10-06 17:00:46.100,7,2.15,44.96,17.08,2021-10-06
2021-10-06 17:00:51.100,7,2.03,40.81,17.26,2021-10-06
2021-10-06 17:00:56.100,7,1.98,42.91,15.72,2021-10-06
2021-10-06 17:01:01.100,7,2.13,41.02,15.59,2021-10-06
2021-10-06 17:01:06.100,7,1.82,43.73,17.19,2021-10-06
2021-10-06 17:01:11.100,7,2.13,41.45,15.88,2021-10-06
2021-10-06 17:01:16.100,7,2.1,42.86,18.03,2021-10-06
2021-10-06 17:01:21.100,7,2.12,42.24,18.88,2021-10-06
2021-10-06 17:01:26.100,7,2.14,44.92,15.9,2021-10-06
2021-10-06 17:01:31.100,7,1.92,41.21,16.13,2021-10-06
2021-10-06 17:01:36.100,7,2.13,40.13,15.31,2021-10-06
2021-10-06 17:01:41.100,7,2.11,42.35,15.46,2021-10-06
2021-10-06 17:01:46.100,7,2.18,44.7,16.21,2021-10-06
2021-10-06 17:01:51.100,7,2.04,43.74,17.84,2021-10-06
2021-10-06 17:01:56.100,7,2.18,43.01,18.07,2021-10-06
2021-10-06 17:02:01.100,7,2.18,42.01,19.26,2021-10-06
2021-10-06 17:02:06.100,7,1.9,41.4,15.03,2021-10-06
2021-10-06 17:02:11.100,7,2.12,41.2,19.55,2021-10-06
2021-10-06 17:02:16.100,7,2.08,43.53,16.41,2021-10-06
2021-10-06 17:02:21.200,7,1.94,44.05,19.99,2021-10-06
2021-10-06 17:02:26.200,7,2.1,42.0,18.76,2021-10-06
2021-10-06 17:02:31.200,7,2.09,40.44,19.94,2021-10-06
2021-10-06 17:02:36.200,7,1.85,43.39,16.99,2021-10-06
2021-10-06 17:02:41.200,7,2.07,42.24,17.73,2021-10-06
2021-10-06 17:02:46.200,7,2.09,43.92,17.33,2021-10-06
2021-10-06 17:02:51.200,7,2.05,43.4,18.37,2021-10-06
2021-10-06 17:02:56.200,7,2.05,41.24,15.7,2021-10-06
2021-10-06 17:03:01.200,7,2.1,42.55,17.52,2021-10-06
2021-10-06 17:03:06.200,7,1.96,40.19,19.92,2021-10-06
2021-10-06 17:03:11.200,7,1.96,40.78,15.04,2021-10-06
2021-10-06 17:03:16.200,7,2.13,44.2,19.87,2021-10-06
2021-10-06 17:03:21.200,7,1.93,44.95,17.27,2021-10-06
2021-10-06 17:03:26.200,7,1.84,41.67,15.14,2021-10-06
2021-10-06 17:03:31.200,7,2.16,42.71,16.91,2021-10-06
2021-10-06 17:03:36.200,7,2.16,40.57,17.62,2021-10-06
2021-10-06 17:03:41.200,7,2.06,44.94,18.66,2021-10-06
2021-10-06 17:03:46.300,7,1.87,44.79,18.38,2021-10-06
2021-10-06 17:03:51.300,7,1.97,43.05,17.7,2021-10-06
2021-10-06 17:03:56.300,7,2.18,43.7,16.9,2021-10-06
2021-10-06 17:04:01.300,7,2.13,44.92,15.04,2021-10-06
2021-10-06 17:04:06.300,7,2.18,41.9,16.36,2021-10-06
2021-10-06 17:04:11.300,7,1.81,44.45,18.01,2021-10-06
2021-10-06 17:04:16.300,7,2.14,43.97,15.77,2021-10-06
2021-10-06 17:04:21.300,7,2.06,43.72,18.92,2021-10-06
2021-10-06 17:04:26.300,7,1.93,42.63,17.74,2021-10-06
2021-10-06 17:04:31.300,7,1.97,41.07,17.04,2021-10-06
2021-10-06 17:04:36.300,7,2.16,44.66,19.28,2021-10-06
2021-10-06 17:04:41.300,7,1.99,44.51,16.02,2021-10-06
2021-10-06 17:05:08.300,8,2.04,40.62,15.44,2021-10-06
2021-10-06 17:05:13.300,8,1.94,43.23,19.92,2021-10-06
2021-10-06 17:05:18.300,8,1.93,44.36,19.02,2021-10-06
2021-10-06 17:05:23.300,8,2.06,43.49,19.6,2021-10-06
2021-10-06 17:05:28.300,8,2.02,44.72,17.0,2021-10-06
2021-10-06 17:05:33.300,8,2.07,42.28,15.87,2021-10-06
2021-10-06 17:05:38.300,8,2.08,41.24,13.66,2021-10-06
2021-10-06 17:05:43.300,8,1.88,42.52,17.55,2021-10-06
2021-10-06 17:05:48.300,8,2.17,42.14,15.49,2021-10-06
2021-10-06 17:05:53.300,8,2.09,44.14,17.66,2021-10-06
2021-10-06 17:05:58.300,8,1.92,44.8,16.36,2021-10-06
2021-10-06 17:06:03.300,8,1.99,41.79,16.43,2021-10-06
2021-10-06 17:06:08.300,8,2.07,41.36,16.8,2021-10-06
2021-10-06 17:06:13.300,8,1.95,41.23,17.5,2021-10-06
2021-10-06 17:06:18.300,8,2.18,40.85,15.47,2021-10-06
2021-10-06 17:06:23.300,8,2.07,41.43,16.84,2021-10-06
2021-10-06 17:06:28.300,8,2.15,42.91,18.28,2021-10-06
2021-10-06 17:06:33.300,8,1.87,41.32,18.18,2021-10-06
2021-10-06 17:06:38.300,8,1.9,43.57,15.03,2021-10-06
2021-10-06 17:06:43.300,8,2.15,43.35,17.6,2021-10-06
2021-10-06 17:06:48.300,8,2.05,42.71,16.84,2021-10-06
2021-10-06 17:06:53.300,8,2.04,43.37,16.65,2021-10-06
2021-10-06 17:06:58.300,8,2.12,40.39,19.31,2021-10-06
2021-10-06 17:07:03.400,8,2.11,41.74,15.83,2021-10-06
2021-10-06 17:07:08.400,8,2.19,42.12,18.83,2021-10-06
2021-10-06 17:07:13.400,8,2.15,44.46,18.08,2021-10-06
2021-10-06 17:07:18.400,8,2.09,43.22,15.82,2021-10-06
2021-10-06 17:07:23.400,8,1.82,41.67,18.7,2021-10-06
2021-10-06 17:07:28.400,8,1.81,44.93,16.14,2021-10-06
2021-10-06 17:07:33.400,8,2.09,41.27,18.47,2021-10-06
2021-10-06 17:07:38.400,8,2.15,41.93,18.43,2021-10-06
2021-10-06 17:07:43.400,8,1.99,41.05,15.94,2021-10-06
2021-10-06 17:07:48.400,8,1.82,43.56,18.15,2021-10-06
2021-10-06 17:07:53.400,8,2.14,44.96,18.56,2021-10-06
2021-10-06 17:07:58.400,8,1.9,44.18,16.21,2021-10-06
2021-10-06 17:08:03.400,8,2.02,44.36,19.47,2021-10-06
2021-10-06 17:08:08.400,8,1.92,42.23,17.31,2021-10-06
2021-10-06 17:08:13.400,8,2.13,41.22,18.45,2021-10-06
2021-10-06 17:08:18.400,8,1.81,40.03,17.88,2021-10-06
2021-10-06 17:08:23.400,8,2.11,42.02,15.44,2021-10-06
2021-10-06 17:08:28.400,8,1.82,42.55,18.62,2021-10-06
2021-10-06 17:08:33.400,8,2.08,44.77,19.19,2021-10-06
2021-10-06 17:08:38.400,8,1.89,43.78,19.59,2021-10-06
2021-10-06 17:08:43.400,8,2.12,42.61,16.1,2021-10-06
2021-10-06 17:08:48.500,8,2.06,43.93,18.01,2021-10-06
2021-10-06 17:08:53.500,8,2.15,42.2,19.99,2021-10-06
2021-10-06 17:08:58.500,8,2.07,44.26,16.2,2021-10-06
2021-10-06 17:09:03.500,8,2.19,42.92,17.76,2021-10-06
2021-10-06 17:09:08.500,8,2.03,41.07,15.78,2021-10-06
2021-10-06 17:09:13.500,8,2.11,41.63,16.03,2021-10-06
2021-10-06 17:09:18.500,8,1.87,42.63,17.4,2021-10-06
2021-10-06 17:09:23.500,8,2.06,43.6,19.34,2021-10-06
2021-10-06 17:09:28.500,8,2.06,41.98,18.03,2021-10-06
2021-10-06 17:09:33.500,8,1.9,41.96,17.54,2021-10-06
2021-10-06 17:09:38.500,8,1.92,40.25,18.13,2021-10-06
2021-10-06 17:09:43.500,8,1.87,41.13,16.27,2021-10-06
2021-10-06 17:09:48.500,8,1.85,41.83,19.95,2021-10-06
2021-10-06 17:09:53.500,8,1.85,42.73,17.08,2021-10-06
2021-10-06 17:09:58.500,8,1.86,40.55,17.39,2021-10-06
2021-10-06 17:10:03.500,8,1.99,40.3,16.45,2021-10-06
2021-10-06 17:10:08.500,8,2.11,42.26,18.42,2021-10-06
2021-10-06 17:10:13.500,8,1.92,41.87,16.33,2021-10-06
2021-10-06 17:10:18.500,8,2.13,43.81,18.91,2021-10-06
2021-10-06 17:10:23.500,8,1.98,43.13,17.26,2021-10-06
2021-10-06 17:10:28.500,8,1.94,41.26,17.02,2021-10-06
2021-10-06 17:10:33.500,8,2.01,43.65,15.22,2021-10-06
2021-10-06 17:10:38.600,8,1.85,41.47,17.29,2021-10-06
2021-10-06 17:10:43.600,8,1.82,42.56,18.86,2021-10-06
2021-10-06 17:10:48.600,8,1.93,43.96,16.43,2021-10-06
2021-10-06 17:11:14.800,9,1.82,42.86,16.44,2021-10-06
2021-10-06 17:11:19.800,9,2.0,40.89,17.74,2021-10-06
2021-10-06 17:11:24.800,9,2.19,43.14,15.61,2021-10-06
2021-10-06 17:11:29.800,9,1.96,40.16,18.99,2021-10-06
2021-10-06 17:11:34.800,9,2.17,44.84,18.03,2021-10-06
2021-10-06 17:11:39.800,9,2.04,41.57,18.94,2021-10-06
2021-10-06 17:11:44.800,9,1.83,42.15,18.64,2021-10-06
2021-10-06 17:11:49.800,9,2.0,43.97,18.3,2021-10-06
2021-10-06 17:11:54.800,9,1.95,41.43,17.47,2021-10-06
2021-10-06 17:11:59.800,9,1.91,41.41,19.79,2021-10-06
2021-10-06 17:12:04.800,9,2.15,40.41,17.8,2021-10-06
2021-10-06 17:12:09.800,9,2.06,43.24,17.41,2021-10-06
2021-10-06 17:12:14.800,9,1.88,41.16,19.19,2021-10-06
2021-10-06 17:12:19.800,9,2.19,43.05,17.81,2021-10-06
2021-10-06 17:12:24.800,9,2.13,44.43,19.43,2021-10-06
2021-10-06 17:12:29.800,9,2.0,42.38,17.59,2021-10-06
2021-10-06 17:12:34.800,9,2.15,42.94,16.4,2021-10-06
2021-10-06 17:12:39.800,9,1.92,44.42,19.06,2021-10-06
2021-10-06 17:12:44.800,9,2.12,42.19,18.71,2021-10-06
2021-10-06 17:12:49.900,9,2.07,42.86,18.76,2021-10-06
2021-10-06 17:12:54.900,9,1.98,43.48,17.99,2021-10-06
2021-10-06 17:12:59.900,9,2.07,42.46,15.28,2021-10-06
2021-10-06 17:13:04.900,9,2.08,44.47,15.92,2021-10-06
2021-10-06 17:13:09.900,9,1.91,44.34,19.94,2021-10-06
2021-10-06 17:13:14.900,9,1.87,41.04,15.7,2021-10-06
2021-10-06 17:13:19.900,9,2.06,40.37,15.53,2021-10-06
2021-10-06 17:13:24.900,9,1.97,42.39,16.03,2021-10-06
2021-10-06 17:13:29.900,9,1.84,42.41,16.84,2021-10-06
2021-10-06 17:13:34.900,9,2.17,44.91,15.2,2021-10-06
2021-10-06 17:13:39.900,9,2.0,44.04,15.89,2021-10-06
2021-10-06 17:13:44.900,9,1.85,43.89,16.26,2021-10-06
2021-10-06 17:13:49.900,9,2.01,41.9,19.9,2021-10-06
2021-10-06 17:13:54.900,9,2.1,40.05,18.42,2021-10-06
2021-10-06 17:13:59.900,9,1.97,41.58,19.62,2021-10-06
2021-10-06 17:14:05.000,9,2.0,43.27,16.05,2021-10-06
2021-10-06 17:14:10.000,9,2.02,42.12,17.43,2021-10-06
2021-10-06 17:14:15.000,9,2.04,42.52,18.06,2021-10-06
2021-10-06 17:14:20.000,9,2.07,42.49,16.68,2021-10-06
2021-10-06 17:14:25.000,9,1.88,43.53,15.46,2021-10-06
2021-10-06 17:14:30.000,9,1.99,41.42,16.63,2021-10-06
2021-10-06 17:14:35.000,9,1.86,42.4,18.28,2021-10-06
2021-10-06 17:14:40.000,9,2.03,42.29,16.1,2021-10-06
2021-10-06 17:14:45.000,9,2.02,43.26,17.34,2021-10-06
2021-10-06 17:14:50.000,9,1.92,40.23,16.77,2021-10-06
2021-10-06 17:14:55.000,9,2.15,40.48,16.39,2021-10-06
2021-10-06 17:15:00.000,9,1.99,43.94,19.4,2021-10-06
2021-10-06 17:15:05.000,9,1.9,41.86,18.17,2021-10-06
2021-10-06 17:15:10.000,9,1.94,42.0,18.37,2021-10-06
2021-10-06 17:15:15.000,9,2.04,42.46,18.53,2021-10-06
2021-10-06 17:15:20.000,9,2.14,43.88,19.31,2021-10-06
2021-10-06 17:15:25.000,9,1.86,41.32,18.3,2021-10-06
2021-10-06 17:15:30.000,9,1.98,42.01,17.35,2021-10-06
2021-10-06 17:15:35.000,9,1.99,43.16,17.9,2021-10-06
2021-10-06 17:15:40.000,9,2.12,41.07,19.55,2021-10-06
2021-10-06 17:15:45.000,9,2.03,44.06,18.62,2021-10-06
2021-10-06 17:15:50.100,9,1.96,43.93,17.0,2021-10-06
2021-10-06 17:15:55.100,9,1.91,42.46,19.27,2021-10-06
2021-10-06 17:16:00.100,9,2.1,41.5,15.17,2021-10-06
2021-10-06 17:16:05.100,9,2.09,42.53,17.28,2021-10-06
2021-10-06 17:16:10.100,9,2.12,43.89,17.71,2021-10-06
2021-10-06 17:16:15.100,9,2.13,41.35,19.25,2021-10-06
2021-10-06 17:16:20.100,9,2.01,43.73,19.19,2021-10-06
2021-10-06 17:16:25.100,9,2.0,43.16,17.65,2021-10-06
2021-10-06 17:16:30.100,9,2.38,43.17,11.19,2021-10-06
2021-10-06 17:16:35.100,9,2.09,40.79,16.84,2021-10-06
2021-10-06 17:16:40.100,9,2.16,41.77,19.67,2021-10-06
2021-10-06 17:16:45.100,9,2.0,42.31,19.81,2021-10-06
2021-10-06 17:16:50.100,9,2.12,41.41,15.5,2021-10-06
2021-10-06 17:16:55.100,9,1.97,41.95,16.17,2021-10-06
2021-10-06 17:17:21.800,10,2.0,42.06,19.78,2021-10-06
2021-10-06 17:17:26.800,10,1.81,41.98,18.85,2021-10-06
2021-10-06 17:17:31.800,10,1.86,42.22,17.01,2021-10-06
2021-10-06 17:17:36.800,10,1.91,40.44,15.08,2021-10-06
2021-10-06 17:17:41.800,10,2.05,43.74,15.23,2021-10-06
2021-10-06 17:17:46.800,10,1.83,40.08,17.52,2021-10-06
2021-10-06 17:17:51.800,10,2.48,40.56,17.94,2021-10-06
2021-10-06 17:17:56.800,10,2.07,42.69,18.93,2021-10-06
2021-10-06 17:18:01.800,10,2.09,40.7,17.91,2021-10-06
2021-10-06 17:18:06.800,10,2.18,44.91,16.85,2021-10-06
2021-10-06 17:18:11.800,10,1.95,42.82,16.57,2021-10-06
2021-10-06 17:18:16.800,10,1.86,42.89,17.33,2021-10-06
2021-10-06 17:18:21.800,10,2.19,41.36,15.27,2021-10-06
2021-10-06 17:18:26.800,10,2.08,44.21,19.46,2021-10-06
2021-10-06 17:18:31.800,10,1.87,42.04,15.48,2021-10-06
2021-10-06 17:18:36.800,10,2.03,41.16,16.65,2021-10-06
2021-10-06 17:18:41.800,10,2.14,41.89,16.17,2021-10-06
2021-10-06 17:18:46.800,10,1.95,40.41,15.57,2021-10-06
2021-10-06 17:18:51.800,10,1.91,42.58,17.36,2021-10-06
2021-10-06 17:18:56.800,10,2.01,43.57,17.91,2021-10-06
2021-10-06 17:19:01.800,10,2.17,44.16,18.28,2021-10-06
2021-10-06 17:19:06.900,10,2.14,40.74,15.46,2021-10-06
2021-10-06 17:19:11.900,10,2.19,44.5,15.18,2021-10-06
2021-10-06 17:19:16.900,10,2.48,40.56,17.94,2021-10-06
2021-10-06 17:19:21.900,10,2.19,41.67,16.19,2021-10-06
2021-10-06 17:19:26.900,10,1.82,43.52,17.56,2021-10-06
2021-10-06 17:19:31.900,10,2.03,41.76,16.98,2021-10-06
2021-10-06 17:19:36.900,10,1.95,44.66,15.16,2021-10-06
2021-10-06 17:19:41.900,10,1.93,42.23,16.12,2021-10-06
2021-10-06 17:19:46.900,10,2.18,42.23,15.27,2021-10-06
2021-10-06 17:19:51.900,10,2.08,44.49,16.74,2021-10-06
2021-10-06 17:19:56.900,10,1.95,41.13,18.65,2021-10-06
2021-10-06 17:20:01.900,10,2.14,41.38,19.67,2021-10-06
2021-10-06 17:20:06.900,10,1.91,41.69,16.68,2021-10-06
2021-10-06 17:20:11.900,10,1.88,41.12,16.29,2021-10-06
2021-10-06 17:20:16.900,10,2.08,40.64,17.94,2021-10-06
2021-10-06 17:20:21.900,10,2.1,43.83,19.59,2021-10-06
2021-10-06 17:20:26.900,10,1.99,40.41,15.04,2021-10-06
2021-10-06 17:20:32.000,10,1.93,40.79,15.38,2021-10-06
2021-10-06 17:20:37.000,10,2.09,42.23,18.68,2021-10-06
2021-10-06 17:20:42.000,10,2.15,41.21,16.59,2021-10-06
2021-10-06 17:20:47.000,10,2.08,40.18,16.18,2021-10-06
2021-10-06 17:20:52.000,10,1.94,43.79,17.53,2021-10-06
2021-10-06 17:20:57.000,10,1.81,41.26,15.92,2021-10-06
2021-10-06 17:21:02.000,10,1.87,40.45,17.69,2021-10-06
2021-10-06 17:21:07.000,10,2.02,42.28,17.19,2021-10-06
2021-10-06 17:21:12.000,10,2.48,40.56,17.94,2021-10-06
2021-10-06 17:21:17.000,10,2.16,43.36,16.53,2021-10-06
2021-10-06 17:21:22.000,10,1.92,44.11,17.13,2021-10-06
2021-10-06 17:21:27.000,10,1.81,40.51,19.54,2021-10-06
2021-10-06 17:21:32.000,10,2.48,40.56,17.94,2021-10-06
2021-10-06 17:21:37.000,10,1.93,42.78,16.24,2021-10-06
2021-10-06 17:21:42.000,10,1.91,43.12,16.03,2021-10-06
2021-10-06 17:21:47.000,10,2.0,40.84,15.9,2021-10-06
2021-10-06 17:21:52.000,10,1.86,40.01,15.82,2021-10-06
2021-10-06 17:21:57.000,10,2.13,41.88,18.76,2021-10-06
2021-10-06 17:22:02.000,10,1.93,44.91,19.13,2021-10-06
2021-10-06 17:22:07.100,10,1.91,40.21,17.66,2021-10-06
2021-10-06 17:22:12.100,10,1.84,40.72,15.5,2021-10-06
2021-10-06 17:22:17.100,10,2.12,40.17,15.27,2021-10-06
2021-10-06 17:22:22.100,10,1.93,41.02,18.26,2021-10-06
2021-10-06 17:22:27.100,10,1.94,41.07,16.02,2021-10-06
2021-10-06 17:22:32.100,10,2.02,41.19,16.47,2021-10-06
2021-10-06 17:22:37.100,10,2.07,44.23,16.58,2021-10-06
2021-10-06 17:22:42.100,10,2.18,42.3,19.02,2021-10-06
2021-10-06 17:22:47.100,10,2.12,43.35,17.91,2021-10-06
2021-10-06 17:22:52.100,10,2.16,42.76,18.82,2021-10-06
2021-10-06 17:22:57.100,10,1.98,41.49,18.51,2021-10-06
2021-10-06 17:23:02.100,10,2.03,44.12,18.29,2021-10-06
2021-10-06 17:23:28.900,11,1.98,44.13,17.33,2021-10-06
2021-10-06 17:23:33.900,11,2.01,41.57,15.98,2021-10-06
2021-10-06 17:23:38.900,11,2.08,42.37,16.13,2021-10-06
2021-10-06 17:23:43.900,11,2.03,41.28,17.55,2021-10-06
2021-10-06 17:23:48.900,11,2.05,44.26,16.83,2021-10-06
2021-10-06 17:23:53.900,11,1.91,42.87,16.19,2021-10-06
2021-10-06 17:23:58.900,11,1.83,43.32,19.81,2021-10-06
2021-10-06 17:24:03.900,11,2.03,41.14,18.04,2021-10-06
2021-10-06 17:24:08.900,11,1.96,44.88,16.28,2021-10-06
2021-10-06 17:24:13.900,11,1.87,42.27,16.9,2021-10-06
2021-10-06 17:24:19.000,11,2.13,42.51,17.16,2021-10-06
2021-10-06 17:24:24.000,11,2.0,43.87,18.01,2021-10-06
2021-10-06 17:24:29.000,11,1.91,40.76,17.87,2021-10-06
2021-10-06 17:24:34.000,11,2.18,44.91,17.63,2021-10-06
2021-10-06 17:24:39.000,11,1.83,43.07,15.52,2021-10-06
2021-10-06 17:24:44.000,11,1.88,43.01,15.22,2021-10-06
2021-10-06 17:24:49.000,11,2.13,42.42,19.06,2021-10-06
2021-10-06 17:24:54.000,11,1.99,44.06,19.96,2021-10-06
2021-10-06 17:24:59.000,11,2.13,44.87,17.19,2021-10-06
2021-10-06 17:25:04.000,11,1.88,44.26,18.5,2021-10-06
2021-10-06 17:25:09.000,11,1.89,41.26,19.88,2021-10-06
2021-10-06 17:25:14.000,11,1.92,41.64,18.64,2021-10-06
2021-10-06 17:25:19.000,11,2.05,41.52,16.66,2021-10-06
2021-10-06 17:25:24.000,11,2.14,42.94,18.09,2021-10-06
2021-10-06 17:25:29.000,11,2.03,40.84,19.54,2021-10-06
2021-10-06 17:25:34.000,11,2.0,43.39,19.8,2021-10-06
2021-10-06 17:25:39.000,11,2.15,40.26,18.58,2021-10-06
2021-10-06 17:25:44.100,11,1.93,42.41,18.18,2021-10-06
2021-10-06 17:25:49.100,11,2.18,41.22,15.93,2021-10-06
2021-10-06 17:25:54.100,11,2.02,44.21,18.15,2021-10-06
2021-10-06 17:25:59.100,11,2.18,42.44,16.91,2021-10-06
2021-10-06 17:26:04.100,11,2.19,43.54,15.69,2021-10-06
2021-10-06 17:26:09.100,11,1.91,41.22,17.62,2021-10-06
2021-10-06 17:26:14.100,11,1.84,40.07,19.06,2021-10-06
2021-10-06 17:26:19.100,11,1.93,44.6,17.39,2021-10-06
2021-10-06 17:26:24.100,11,1.81,41.88,16.1,2021-10-06
2021-10-06 17:26:29.100,11,1.82,40.83,19.51,2021-10-06
2021-10-06 17:26:34.100,11,1.82,42.61,17.15,2021-10-06
2021-10-06 17:26:39.100,11,1.99,43.18,18.6,2021-10-06
2021-10-06 17:26:44.100,11,2.04,44.79,19.77,2021-10-06
2021-10-06 17:26:49.100,11,2.04,42.04,15.26,2021-10-06
2021-10-06 17:26:54.100,11,1.92,41.58,15.42,2021-10-06
2021-10-06 17:26:59.100,11,1.89,42.27,19.24,2021-10-06
2021-10-06 17:27:04.100,11,2.0,40.46,17.53,2021-10-06
2021-10-06 17:27:09.100,11,1.96,42.56,18.4,2021-10-06
2021-10-06 17:27:14.100,11,2.16,43.55,17.77,2021-10-06
2021-10-06 17:27:19.200,11,1.83,42.66,18.19,2021-10-06
2021-10-06 17:27:24.200,11,2.12,42.08,17.59,2021-10-06
2021-10-06 17:27:29.200,11,2.03,43.7,17.82,2021-10-06
2021-10-06 17:27:34.200,11,1.89,40.37,16.78,2021-10-06
2021-10-06 17:27:39.200,11,2.09,40.85,18.31,2021-10-06
