,QC,Voltage,pH,Temp
2021-10-08 17:23:35.800,1,16.97,2.17,42.53
2021-10-08 17:23:40.800,1,18.64,2.0,43.51
2021-10-08 17:23:45.800,1,19.62,2.14,41.91
2021-10-08 17:23:50.800,1,16.75,2.1,41.62
2021-10-08 17:23:55.800,1,19.07,2.02,44.54
2021-10-08 17:24:00.800,1,15.17,2.12,44.69
2021-10-08 17:24:05.800,1,17.58,1.9,41.49
2021-10-08 17:24:10.800,1,19.48,2.13,41.93
2021-10-08 17:24:15.800,1,15.22,2.02,41.51
2021-10-08 17:24:20.800,1,19.39,2.05,42.25
2021-10-08 17:24:25.800,1,17.42,2.13,42.36
2021-10-08 17:24:30.800,1,19.07,1.81,42.2
2021-10-08 17:24:35.800,1,17.0,2.11,40.22
2021-10-08 17:24:40.800,1,17.94,1.96,40.03
2021-10-08 17:24:45.800,1,18.94,2.09,44.12
2021-10-08 17:24:50.800,1,15.74,2.11,42.67
2021-10-08 17:24:55.800,1,15.09,2.19,40.82
2021-10-08 17:25:00.800,1,18.76,2.02,42.96
2021-10-08 17:25:05.800,1,16.2,2.14,43.3
2021-10-08 17:25:10.800,1,15.13,1.9,44.07
2021-10-08 17:25:15.900,1,16.42,2.1,41.27
2021-10-08 17:25:20.900,1,15.87,2.12,44.3
2021-10-08 17:25:25.900,1,19.22,2.0,44.55
2021-10-08 17:25:30.900,1,19.42,1.95,42.68
2021-10-08 17:25:35.900,1,17.55,1.98,42.08
2021-10-08 17:25:40.900,1,18.37,1.99,41.24
2021-10-08 17:25:45.900,1,16.21,2.14,41.26
2021-10-08 17:25:50.900,1,19.15,2.14,42.69
2021-10-08 17:25:55.900,1,17.35,1.96,43.33
2021-10-08 17:26:00.900,1,17.08,1.85,43.52
2021-10-08 17:26:05.900,1,18.04,2.1,43.54
2021-10-08 17:26:10.900,1,16.29,1.98,41.74
2021-10-08 17:26:15.900,1,15.82,2.15,41.97
2021-10-08 17:26:20.900,1,15.33,2.0,43.79
2021-10-08 17:26:25.900,1,18.04,1.98,43.07
2021-10-08 17:26:30.900,1,17.95,1.81,42.56
2021-10-08 17:26:35.900,1,18.52,2.11,41.75
2021-10-08 17:26:40.900,1,19.48,2.0,43.13
2021-10-08 17:26:45.900,1,15.05,2.02,44.09
2021-10-08 17:26:50.900,1,15.91,1.86,42.38
2021-10-08 17:26:56.000,1,19.36,2.0,40.16
2021-10-08 17:27:01.000,1,15.62,2.1,40.82
2021-10-08 17:27:06.000,1,18.35,1.86,42.74
2021-10-08 17:27:11.000,1,16.24,2.02,42.09
2021-10-08 17:27:16.000,1,16.47,2.0,41.3
2021-10-08 17:27:21.000,1,17.85,2.18,40.93
2021-10-08 17:27:26.000,1,18.65,1.81,42.93
2021-10-08 17:27:51.600,1,15.3,1.84,44.36
2021-10-08 17:27:56.600,1,17.91,1.92,41.63
2021-10-08 17:28:01.600,1,19.69,1.84,41.78
2021-10-08 17:28:06.600,1,16.04,1.81,41.19
2021-10-08 17:28:11.600,1,19.2,1.97,40.85
2021-10-08 17:28:16.600,1,19.01,2.26,36.82
2021-10-08 17:28:21.600,1,15.71,1.93,44.34
2021-10-08 17:28:26.600,1,16.93,2.1,42.55
2021-10-08 17:28:31.600,1,16.82,2.01,42.51
2021-10-08 17:28:36.600,1,17.19,1.85,44.81
2021-10-08 17:28:41.600,1,17.52,1.92,42.81
2021-10-08 17:28:46.600,1,18.64,2.07,44.2
2021-10-08 17:28:51.600,1,16.36,2.01,44.14
2021-10-08 17:28:56.600,1,16.85,1.96,41.27
2021-10-08 17:29:01.600,1,18.39,2.08,40.29
2021-10-08 17:29:06.600,1,16.04,1.9,42.77
2021-10-08 17:29:11.600,1,15.2,2.14,44.72
2021-10-08 17:29:16.600,1,19.76,1.87,41.48
2021-10-08 17:29:21.600,1,16.04,1.96,41.24
2021-10-08 17:29:26.600,1,17.23,2.09,42.71
2021-10-08 17:29:31.600,1,16.54,1.87,42.86
2021-10-08 17:29:36.600,1,17.14,1.84,41.03
2021-10-08 17:29:41.700,1,16.12,1.96,44.84
2021-10-08 17:29:46.700,1,15.89,2.08,42.11
2021-10-08 17:29:51.700,1,17.75,1.86,42.29
2021-10-08 17:29:56.700,1,15.27,1.89,43.65
2021-10-08 17:30:01.700,1,18.54,1.9,40.22
2021-10-08 17:30:06.700,1,15.43,1.81,44.41
2021-10-08 17:30:11.700,1,15.61,2.19,42.53
2021-10-08 17:30:16.700,1,15.51,2.12,41.67
2021-10-08 17:30:21.700,1,16.31,1.91,40.36
2021-10-08 17:30:26.700,1,17.14,1.95,41.63
2021-10-08 17:30:31.700,1,18.12,1.97,37.38
2021-10-08 17:30:36.700,1,16.01,1.92,42.37
2021-10-08 17:30:41.700,1,16.4,1.84,41.02
2021-10-08 17:30:46.700,1,13.26,2.15,41.0
2021-10-08 17:30:51.700,1,18.42,2.15,44.46
2021-10-08 17:30:56.700,1,19.37,2.14,40.11
2021-10-08 17:31:01.700,1,18.49,2.18,44.01
2021-10-08 17:31:06.700,1,19.45,1.91,43.82
2021-10-08 17:31:11.700,1,18.17,2.08,40.97
2021-10-08 17:31:16.700,1,16.71,2.07,42.03
2021-10-08 17:31:21.700,1,18.51,1.85,42.73
2021-10-08 17:31:26.700,1,19.62,1.88,41.77
2021-10-08 17:31:31.800,1,17.35,1.92,44.39
2021-10-08 17:31:36.800,1,16.3,1.88,41.63
2021-10-08 17:31:41.800,1,16.01,1.95,41.42
2021-10-08 17:31:46.800,1,17.17,1.87,41.47
2021-10-08 17:31:51.800,1,17.96,2.12,40.04
2021-10-08 17:31:56.800,1,19.28,1.88,40.26
2021-10-08 17:32:01.800,1,19.9,2.02,41.79
2021-10-08 17:32:06.800,1,15.61,2.08,40.93
2021-10-08 17:32:11.800,1,16.29,1.89,41.01
2021-10-08 17:32:16.800,1,16.79,2.04,41.67
2021-10-08 17:32:21.800,1,18.2,1.87,40.12
2021-10-08 17:32:26.800,1,15.36,2.1,44.82
2021-10-08 17:32:31.800,1,16.72,1.99,44.03
2021-10-08 17:32:36.800,1,15.6,2.03,44.05
2021-10-08 17:32:41.800,1,19.24,2.17,41.63
2021-10-08 17:32:46.800,1,17.99,1.85,41.52
2021-10-08 17:32:51.800,1,18.93,2.06,40.01
2021-10-08 17:32:56.800,1,17.3,2.01,42.4
2021-10-08 17:33:01.900,1,17.37,1.97,41.47
2021-10-08 17:33:06.900,1,17.85,2.12,40.59
2021-10-08 17:33:11.900,1,18.12,2.17,42.94
2021-10-08 17:33:16.900,1,17.72,1.88,41.95
2021-10-08 17:33:21.900,1,15.89,1.84,43.75
2021-10-08 17:33:26.900,1,17.8,2.05,44.15
2021-10-08 17:33:31.900,1,16.55,2.0,44.06
2021-10-08 17:33:58.900,1,18.65,1.83,41.35
2021-10-08 17:34:03.900,1,18.37,2.19,41.41
2021-10-08 17:34:08.900,1,15.04,2.02,44.6
2021-10-08 17:34:13.900,1,17.44,2.18,43.42
2021-10-08 17:34:18.900,1,18.92,2.06,40.62
2021-10-08 17:34:24.000,1,19.51,1.86,41.02
2021-10-08 17:34:29.000,1,19.0,1.95,40.83
2021-10-08 17:34:34.000,1,17.53,1.99,41.86
2021-10-08 17:34:39.000,1,16.15,2.15,42.25
2021-10-08 17:34:44.000,1,19.95,1.81,44.13
2021-10-08 17:34:49.000,1,19.26,2.05,41.45
2021-10-08 17:34:54.000,1,16.76,1.82,41.68
2021-10-08 17:34:59.000,1,15.23,2.08,44.66
2021-10-08 17:35:04.000,1,15.22,2.08,43.64
2021-10-08 17:35:09.000,1,18.51,2.09,43.44
2021-10-08 17:35:14.000,1,15.32,2.15,44.83
2021-10-08 17:35:19.000,1,19.51,1.86,40.04
2021-10-08 17:35:24.000,1,18.64,1.95,41.57
2021-10-08 17:35:29.000,1,15.26,1.85,42.54
2021-10-08 17:35:34.000,1,18.32,1.95,44.49
2021-10-08 17:35:39.000,1,16.77,2.12,43.17
2021-10-08 17:35:44.000,1,15.97,1.83,44.7
2021-10-08 17:35:49.000,1,18.95,2.01,41.95
2021-10-08 17:35:54.100,1,15.23,2.18,42.04
2021-10-08 17:35:59.100,1,18.68,2.18,42.71
2021-10-08 17:36:04.100,1,16.49,2.14,43.75
2021-10-08 17:36:09.100,1,15.89,2.18,42.13
2021-10-08 17:36:14.100,1,18.45,2.17,40.34
2021-10-08 17:36:19.100,1,19.34,2.01,42.16
2021-10-08 17:36:24.100,1,16.58,2.07,44.09
2021-10-08 17:36:29.100,1,17.26,1.97,43.22
2021-10-08 17:36:34.100,1,18.62,2.12,41.18
2021-10-08 17:36:39.100,1,16.09,2.17,44.13
2021-10-08 17:36:44.100,1,18.24,2.14,42.67
2021-10-08 17:36:49.100,1,18.95,2.05,41.62
2021-10-08 17:36:54.100,1,16.85,2.18,43.87
2021-10-08 17:36:59.100,1,18.45,1.88,41.66
2021-10-08 17:37:04.100,1,19.74,1.82,43.82
2021-10-08 17:37:09.100,1,17.67,1.99,42.74
2021-10-08 17:37:14.100,1,15.79,2.11,44.1
2021-10-08 17:37:19.200,1,15.82,1.87,44.14
2021-10-08 17:37:24.200,1,17.12,2.05,43.58
2021-10-08 17:37:29.200,1,17.63,1.81,41.41
2021-10-08 17:37:34.200,1,18.48,2.19,41.8
2021-10-08 17:37:39.200,1,17.67,2.1,42.24
2021-10-08 17:37:44.200,1,16.46,2.05,42.53
2021-10-08 17:37:49.200,1,16.64,1.93,41.9
2021-10-08 17:37:54.200,1,17.76,2.1,44.49
2021-10-08 17:37:59.200,1,18.42,1.88,41.61
2021-10-08 17:38:04.200,1,16.49,2.01,42.79
2021-10-08 17:38:09.200,1,16.32,1.85,44.98
2021-10-08 17:38:14.200,1,17.39,2.02,42.0
2021-10-08 17:38:19.200,1,13.64,1.91,41.78
2021-10-08 17:38:24.200,1,17.8,2.01,43.67
2021-10-08 17:38:29.200,1,15.43,2.02,40.11
2021-10-08 17:38:34.200,1,15.78,2.08,42.67
2021-10-08 17:38:39.200,1,19.6,2.06,43.34
2021-10-08 17:38:44.200,1,16.22,2.11,40.33
2021-10-08 17:38:49.200,1,15.64,2.02,40.81
2021-10-08 17:38:54.200,1,13.67,2.26,41.63
2021-10-08 17:38:59.200,1,18.65,1.83,40.96
2021-10-08 17:39:04.200,1,19.74,2.16,40.23
2021-10-08 17:39:09.200,1,18.01,2.16,44.51
2021-10-08 17:39:14.200,1,18.38,2.05,41.11
2021-10-08 17:39:19.200,1,19.77,2.13,44.85
2021-10-08 17:39:24.200,1,17.65,1.92,41.61
2021-10-08 17:39:29.200,1,18.84,1.94,40.79
2021-10-08 17:39:34.300,1,16.21,1.89,42.05
2021-10-08 17:39:39.300,1,16.87,1.91,44.43
2021-10-08 17:40:05.500,1,19.08,2.14,44.95
2021-10-08 17:40:10.500,1,15.89,2.19,42.31
2021-10-08 17:40:15.500,1,17.46,2.04,43.12
2021-10-08 17:40:20.500,1,16.0,2.1,44.13
2021-10-08 17:40:25.500,1,18.0,1.94,41.45
2021-10-08 17:40:30.500,1,16.44,1.85,44.47
2021-10-08 17:40:35.500,1,19.39,2.06,42.27
2021-10-08 17:40:40.500,1,18.42,2.1,43.17
2021-10-08 17:40:45.500,1,15.47,2.14,41.33
2021-10-08 17:40:50.500,1,16.53,1.99,40.16
2021-10-08 17:40:55.500,1,18.82,2.09,41.3
2021-10-08 17:41:00.600,1,18.06,2.18,43.84
2021-10-08 17:41:05.600,1,17.43,2.18,41.4
2021-10-08 17:41:10.600,1,16.45,2.1,42.96
2021-10-08 17:41:15.600,1,19.22,1.86,43.57
2021-10-08 17:41:20.600,1,18.21,1.92,44.98
2021-10-08 17:41:25.600,1,12.63,1.9,40.57
2021-10-08 17:41:30.600,1,18.99,2.03,42.14
2021-10-08 17:41:35.600,1,17.34,2.05,40.37
2021-10-08 17:41:40.600,1,17.29,2.01,40.26
2021-10-08 17:41:45.600,1,18.07,1.92,43.36
2021-10-08 17:41:50.600,1,19.83,2.02,42.54
2021-10-08 17:41:55.600,1,18.44,2.07,40.29
2021-10-08 17:42:00.600,1,19.63,2.0,43.38
2021-10-08 17:42:05.600,1,15.69,2.07,40.82
2021-10-08 17:42:10.600,1,19.3,2.09,40.52
2021-10-08 17:42:15.600,1,15.54,2.06,42.32
2021-10-08 17:42:20.600,1,15.7,1.82,41.69
2021-10-08 17:42:25.600,1,12.63,1.9,40.57
2021-10-08 17:42:30.600,1,17.93,2.15,43.16
2021-10-08 17:42:35.600,1,17.31,2.02,41.9
2021-10-08 17:42:40.700,1,19.14,2.09,44.41
2021-10-08 17:42:45.700,1,17.74,2.12,44.71
2021-10-08 17:42:50.700,1,15.08,2.01,43.22
2021-10-08 17:42:55.700,1,17.08,2.09,44.07
2021-10-08 17:43:00.700,1,17.54,2.14,43.81
2021-10-08 17:43:05.700,1,18.45,1.93,42.79
2021-10-08 17:43:10.700,1,16.75,1.93,41.72
2021-10-08 17:43:15.700,1,18.64,1.91,43.42
2021-10-08 17:43:20.700,1,17.9,2.13,44.1
2021-10-08 17:43:25.700,1,16.89,2.15,43.97
2021-10-08 17:43:30.700,1,18.49,2.15,41.91
2021-10-08 17:43:35.700,1,17.28,1.98,42.93
2021-10-08 17:43:40.700,1,17.25,2.1,40.22
2021-10-08 17:43:45.700,1,16.14,1.9,40.71
2021-10-08 17:43:50.700,1,19.02,1.85,44.7
2021-10-08 17:43:55.700,1,19.57,2.16,44.2
2021-10-08 17:44:00.700,1,17.95,2.07,44.03
2021-10-08 17:44:05.700,1,12.63,1.9,40.57
2021-10-08 17:44:10.700,1,19.88,2.16,42.17
2021-10-08 17:44:15.800,1,16.91,1.81,42.41
2021-10-08 17:44:20.800,1,18.0,1.85,40.77
2021-10-08 17:44:25.800,1,18.37,2.17,42.79
2021-10-08 17:44:30.800,1,18.73,1.95,41.22
2021-10-08 17:44:35.800,1,17.94,2.09,40.6
2021-10-08 17:44:40.800,1,19.02,1.83,43.64
2021-10-08 17:44:45.800,1,15.12,2.17,44.54
2021-10-08 17:44:50.800,1,17.37,2.06,41.14
2021-10-08 17:44:55.800,1,15.9,1.99,43.21
2021-10-08 17:45:00.800,1,17.75,2.01,42.25
2021-10-08 17:45:05.800,1,12.63,1.9,40.57
2021-10-08 17:45:10.800,1,15.92,1.88,42.28
2021-10-08 17:45:15.800,1,19.88,2.01,44.03
2021-10-08 17:45:20.800,1,19.33,1.87,41.37
2021-10-08 17:45:25.800,1,15.53,1.93,41.91
2021-10-08 17:45:30.800,1,19.15,2.15,42.2
2021-10-08 17:45:35.800,1,18.88,1.82,42.26
2021-10-08 17:45:40.800,1,16.02,2.18,44.73
2021-10-08 17:45:45.800,1,18.43,2.16,40.76
2021-10-08 17:46:13.100,1,17.13,2.05,44.52
2021-10-08 17:46:18.100,1,16.61,1.91,42.21
2021-10-08 17:46:23.100,1,15.77,1.89,44.14
2021-10-08 17:46:28.100,1,17.18,2.05,43.96
2021-10-08 17:46:33.100,1,16.49,1.99,41.3
2021-10-08 17:46:38.100,1,18.84,2.1,43.49
2021-10-08 17:46:43.100,1,19.44,1.88,44.0
2021-10-08 17:46:48.200,1,16.51,1.87,40.3
2021-10-08 17:46:53.200,1,19.99,2.01,43.21
2021-10-08 17:46:58.200,1,16.05,2.01,43.97
2021-10-08 17:47:03.200,1,19.98,1.82,43.31
2021-10-08 17:47:08.200,1,18.71,1.92,44.77
2021-10-08 17:47:13.200,1,19.84,2.08,42.17
2021-10-08 17:47:18.200,1,16.27,2.15,41.31
2021-10-08 17:47:23.200,1,15.24,2.0,41.4
2021-10-08 17:47:28.200,1,11.25,1.88,33.28
2021-10-08 17:47:33.200,1,16.03,1.89,43.94
2021-10-08 17:47:38.200,1,16.91,1.94,44.13
2021-10-08 17:47:43.200,1,15.09,1.95,42.96
2021-10-08 17:47:48.200,1,17.39,1.81,43.78
2021-10-08 17:47:53.200,1,17.39,1.95,42.21
2021-10-08 17:47:58.200,1,16.18,2.09,41.88
2021-10-08 17:48:03.200,1,18.73,2.17,44.37
2021-10-08 17:48:08.200,1,16.3,1.92,41.62
2021-10-08 17:48:13.200,1,16.89,1.99,41.49
2021-10-08 17:48:18.200,1,17.45,1.98,41.84
2021-10-08 17:48:23.200,1,16.17,2.18,40.54
2021-10-08 17:48:28.200,1,17.0,1.93,42.77
2021-10-08 17:48:33.200,1,17.31,2.07,42.44
2021-10-08 17:48:38.200,1,18.18,1.86,43.71
2021-10-08 17:48:43.300,1,18.09,1.83,42.52
2021-10-08 17:48:48.300,1,18.74,1.92,43.32
2021-10-08 17:48:53.300,1,15.64,2.13,41.82
2021-10-08 17:48:58.300,1,16.1,1.82,40.93
2021-10-08 17:49:03.300,1,16.67,1.98,43.19
2021-10-08 17:49:08.300,1,15.07,1.97,44.02
2021-10-08 17:49:13.300,1,15.05,2.03,44.56
2021-10-08 17:49:18.300,1,18.39,1.99,43.37
2021-10-08 17:49:23.300,1,19.36,2.02,43.67
2021-10-08 17:49:28.300,1,19.65,2.07,42.01
2021-10-08 17:49:33.300,1,15.5,2.0,41.17
2021-10-08 17:49:38.300,1,15.02,2.05,40.19
2021-10-08 17:49:43.300,1,16.54,2.08,42.89
2021-10-08 17:49:48.300,1,15.11,1.96,43.0
2021-10-08 17:49:53.300,1,17.74,2.13,43.3
2021-10-08 17:49:58.300,1,18.68,2.11,43.45
2021-10-08 17:50:03.300,1,19.72,1.93,44.15
2021-10-08 17:50:08.300,1,18.45,1.92,44.75
2021-10-08 17:50:13.400,1,15.76,1.96,44.98
2021-10-08 17:50:18.400,1,16.52,1.83,40.83
2021-10-08 17:50:23.400,1,19.86,2.0,44.96
2021-10-08 17:50:28.400,1,18.9,2.18,44.35
2021-10-08 17:50:33.400,1,17.07,2.17,44.76
2021-10-08 17:50:38.400,1,19.72,2.12,42.94
2021-10-08 17:50:43.400,1,16.19,1.84,44.62
2021-10-08 17:50:48.400,1,18.55,2.08,44.31
2021-10-08 17:50:53.400,1,18.79,2.09,44.82
2021-10-08 17:50:58.400,1,17.31,2.13,43.46
2021-10-08 17:51:03.400,1,17.4,2.03,44.95
2021-10-08 17:51:08.400,1,18.34,1.87,44.59
2021-10-08 17:51:13.400,1,17.9,1.85,41.74
2021-10-08 17:51:18.400,1,17.82,2.04,43.57
2021-10-08 17:51:23.400,1,19.87,2.15,44.51
2021-10-08 17:51:28.400,1,18.89,2.08,44.31
2021-10-08 17:51:33.500,1,16.39,1.86,43.05
2021-10-08 17:51:38.500,1,15.23,1.94,42.58
2021-10-08 17:51:43.500,1,18.84,1.85,41.86
2021-10-08 17:51:48.500,1,15.78,1.95,44.59
2021-10-08 17:51:53.500,1,18.94,1.87,40.79
2021-10-08 17:52:19.100,1,16.88,1.96,41.15
2021-10-08 17:52:24.100,1,18.57,1.93,42.49
2021-10-08 17:52:29.100,1,15.59,2.05,41.63
2021-10-08 17:52:34.100,1,16.86,2.15,44.97
2021-10-08 17:52:39.100,1,16.25,2.1,41.18
2021-10-08 17:52:44.100,1,16.09,2.0,41.5
2021-10-08 17:52:49.100,1,15.26,1.92,41.07
2021-10-08 17:52:54.100,1,19.93,2.17,41.93
2021-10-08 17:52:59.100,1,19.22,1.94,40.87
2021-10-08 17:53:04.100,1,17.09,1.98,44.45
2021-10-08 17:53:09.100,1,16.86,2.0,41.43
2021-10-08 17:53:14.100,1,18.29,1.86,42.21
2021-10-08 17:53:19.100,1,18.7,1.81,42.75
2021-10-08 17:53:24.100,1,18.55,1.91,42.64
2021-10-08 17:53:29.100,1,18.72,1.91,40.76
2021-10-08 17:53:34.100,1,18.17,2.15,40.05
2021-10-08 17:53:39.200,1,19.19,1.84,44.02
2021-10-08 17:53:44.200,1,18.97,2.1,40.74
2021-10-08 17:53:49.200,1,19.11,1.85,41.65
2021-10-08 17:53:54.200,1,19.27,1.9,40.55
2021-10-08 17:53:59.200,1,19.29,1.99,41.03
2021-10-08 17:54:04.200,1,18.5,2.16,41.61
2021-10-08 17:54:09.200,1,19.37,1.96,43.19
2021-10-08 17:54:14.200,1,16.73,2.05,40.94
2021-10-08 17:54:19.200,1,16.26,2.14,42.37
2021-10-08 17:54:24.200,1,19.29,2.02,43.97
2021-10-08 17:54:29.200,1,15.66,2.1,41.25
2021-10-08 17:54:34.200,1,15.2,2.15,40.48
2021-10-08 17:54:39.200,1,18.47,2.14,42.26
2021-10-08 17:54:44.200,1,19.39,1.9,42.76
2021-10-08 17:54:49.200,1,17.03,2.14,42.24
2021-10-08 17:54:54.200,1,16.3,1.87,43.96
2021-10-08 17:54:59.200,1,16.37,2.08,40.94
2021-10-08 17:55:04.300,1,18.23,2.18,40.16
2021-10-08 17:55:09.300,1,15.57,1.83,40.77
2021-10-08 17:55:14.300,1,19.04,2.13,44.13
2021-10-08 17:55:19.300,1,18.83,1.91,42.95
2021-10-08 17:55:24.300,1,18.72,2.05,41.44
2021-10-08 17:55:29.300,1,19.71,1.97,43.38
2021-10-08 17:55:34.300,1,19.68,2.13,43.57
2021-10-08 17:55:39.300,1,17.9,2.09,44.54
2021-10-08 17:55:44.300,1,15.54,2.07,44.76
2021-10-08 17:55:49.300,1,16.56,1.99,43.93
2021-10-08 17:55:54.300,1,19.22,1.94,41.83
2021-10-08 17:55:59.300,1,15.26,1.85,40.76
2021-10-08 17:56:04.300,1,18.18,2.03,43.09
2021-10-08 17:56:09.300,1,17.46,2.19,44.99
2021-10-08 17:56:14.300,1,16.36,2.03,43.39
2021-10-08 17:56:19.300,1,17.07,2.12,40.55
2021-10-08 17:56:24.300,1,15.82,1.93,44.88
2021-10-08 17:56:29.400,1,17.63,2.1,42.82
2021-10-08 17:56:34.400,1,17.1,2.16,44.14
2021-10-08 17:56:39.400,1,15.34,2.11,44.74
2021-10-08 17:56:44.400,1,16.06,1.98,43.78
2021-10-08 17:56:49.400,1,15.78,1.81,43.17
2021-10-08 17:56:54.400,1,15.59,2.03,43.49
2021-10-08 17:56:59.400,1,17.59,2.12,43.83
2021-10-08 17:57:04.400,1,18.56,1.95,44.81
2021-10-08 17:57:09.400,1,16.11,1.92,40.52
2021-10-08 17:57:14.400,1,17.55,1.97,44.45
2021-10-08 17:57:19.400,1,15.32,2.02,43.0
2021-10-08 17:57:24.400,1,16.81,1.97,40.42
2021-10-08 17:57:29.400,1,17.84,1.84,41.56
2021-10-08 17:57:34.400,1,19.15,2.13,40.62
2021-10-08 17:57:39.400,1,18.6,1.95,42.91
2021-10-08 17:57:44.400,1,19.92,1.91,42.17
2021-10-08 17:57:49.400,1,17.48,1.96,42.05
2021-10-08 17:57:54.400,1,19.76,2.19,41.65
2021-10-08 17:57:59.400,1,17.39,2.08,41.83
2021-10-08 17:58:27.400,1,16.72,2.16,43.92
2021-10-08 17:58:32.400,1,15.54,2.1,42.89
2021-10-08 17:58:37.500,1,15.35,2.03,41.29
2021-10-08 17:58:42.500,1,17.66,2.11,41.76
2021-10-08 17:58:47.500,1,15.35,2.1,43.57
2021-10-08 17:58:52.500,1,19.0,2.19,40.95
2021-10-08 17:58:57.500,1,17.68,2.03,43.53
2021-10-08 17:59:02.500,1,16.99,2.06,43.81
2021-10-08 17:59:07.500,1,15.04,2.18,41.43
2021-10-08 17:59:12.500,1,15.72,2.13,43.29
2021-10-08 17:59:17.500,1,16.58,1.9,43.85
2021-10-08 17:59:22.500,1,13.82,2.23,41.44
2021-10-08 17:59:27.500,1,18.96,1.95,44.44
2021-10-08 17:59:32.500,1,15.83,1.99,40.99
2021-10-08 17:59:37.500,1,16.96,1.97,44.36
2021-10-08 17:59:42.500,1,16.98,1.99,44.24
2021-10-08 17:59:47.500,1,15.61,1.99,43.05
2021-10-08 17:59:52.500,1,17.12,1.81,40.38
2021-10-08 17:59:57.500,1,16.58,2.07,43.09
2021-10-08 18:00:02.500,1,15.94,1.97,42.12
2021-10-08 18:00:07.600,1,17.59,2.04,40.89
2021-10-08 18:00:12.600,1,17.43,2.04,43.53
2021-10-08 18:00:17.600,1,17.46,1.83,42.86
2021-10-08 18:00:22.600,1,18.72,1.98,41.44
2021-10-08 18:00:27.600,1,16.31,1.83,41.5
2021-10-08 18:00:32.600,1,13.82,2.23,41.44
2021-10-08 18:00:37.600,1,16.25,1.95,41.94
2021-10-08 18:00:42.600,1,15.54,1.96,44.19
2021-10-08 18:00:47.600,1,18.95,1.84,40.03
2021-10-08 18:00:52.600,1,19.67,2.08,43.94
2021-10-08 18:00:57.600,1,18.32,2.05,44.72
2021-10-08 18:01:02.600,1,19.19,1.9,41.1
2021-10-08 18:01:07.600,1,18.92,2.14,41.31
2021-10-08 18:01:12.600,1,17.35,2.16,42.69
2021-10-08 18:01:17.600,1,16.89,2.01,41.22
2021-10-08 18:01:22.600,1,19.24,1.83,44.42
2021-10-08 18:01:27.600,1,15.66,1.84,41.42
2021-10-08 18:01:32.600,1,17.06,2.04,41.27
2021-10-08 18:01:37.600,1,15.47,2.19,42.86
2021-10-08 18:01:42.600,1,18.91,1.85,40.73
2021-10-08 18:01:47.600,1,13.82,2.23,41.44
2021-10-08 18:01:52.600,1,16.15,1.86,41.04
2021-10-08 18:01:57.700,1,19.96,1.82,42.56
2021-10-08 18:02:02.700,1,18.94,1.9,44.94
2021-10-08 18:02:07.700,1,16.0,2.02,40.19
2021-10-08 18:02:12.700,1,19.0,1.86,42.98
2021-10-08 18:02:17.700,1,16.88,2.17,40.63
2021-10-08 18:02:22.700,1,19.28,2.02,43.04
2021-10-08 18:02:27.700,1,15.8,2.14,41.49
2021-10-08 18:02:32.700,1,17.9,1.82,41.49
2021-10-08 18:02:37.700,1,19.78,2.02,42.13
2021-10-08 18:02:42.700,1,18.22,1.99,40.27
2021-10-08 18:02:47.700,1,16.76,2.02,40.98
2021-10-08 18:02:52.700,1,19.68,2.1,43.79
2021-10-08 18:02:57.700,1,17.02,1.91,43.04
2021-10-08 18:03:02.700,1,16.31,2.08,40.57
2021-10-08 18:03:07.700,1,18.45,1.84,42.85
2021-10-08 18:03:12.700,1,15.98,1.86,40.14
2021-10-08 18:03:17.700,1,18.9,2.14,43.91
2021-10-08 18:03:22.700,1,17.2,1.96,43.76
2021-10-08 18:03:27.800,1,17.15,1.84,42.81
2021-10-08 18:03:32.800,1,18.69,2.08,43.95
2021-10-08 18:03:37.800,1,18.97,1.97,42.29
2021-10-08 18:03:42.800,1,15.74,2.11,40.45
2021-10-08 18:03:47.800,1,13.82,2.23,41.44
2021-10-08 18:03:52.800,1,19.51,1.96,40.37
2021-10-08 18:03:57.800,1,18.47,2.07,41.7
2021-10-08 18:04:02.800,1,18.46,1.81,41.09
2021-10-08 18:04:07.800,1,17.34,2.12,40.89
2021-10-08 18:04:33.200,1,16.23,1.82,40.15
2021-10-08 18:04:38.200,1,17.87,1.83,43.73
2021-10-08 18:04:43.200,1,19.45,2.16,41.83
2021-10-08 18:04:48.200,1,19.49,2.18,44.41
2021-10-08 18:04:53.200,1,13.01,2.29,43.11
2021-10-08 18:04:58.200,1,17.96,2.08,41.77
2021-10-08 18:05:03.200,1,15.54,1.88,41.58
2021-10-08 18:05:08.200,1,17.46,1.99,44.87
2021-10-08 18:05:13.300,1,16.65,1.89,43.45
2021-10-08 18:05:18.300,1,19.51,1.91,41.28
2021-10-08 18:05:23.300,1,19.75,1.81,43.65
2021-10-08 18:05:28.300,1,16.06,1.86,43.21
2021-10-08 18:05:33.300,1,18.54,2.4,43.29
2021-10-08 18:05:38.300,1,19.29,1.97,43.98
2021-10-08 18:05:43.300,1,19.62,2.03,44.83
2021-10-08 18:05:48.300,1,18.76,1.85,43.67
2021-10-08 18:05:53.300,1,16.72,2.03,41.59
2021-10-08 18:05:58.300,1,15.61,1.85,44.33
2021-10-08 18:06:03.300,1,15.75,2.01,41.4
2021-10-08 18:06:08.300,1,17.34,2.12,41.99
2021-10-08 18:06:13.300,1,15.48,2.04,42.54
